"","wt00","wt02","wt05","wt10","wt15","wt20","wt30","wt45"
"YBR018C",183,144,113,49,18,11,15,15
"YBR019C",15,12,20,8,3,5,7,11
"YBR020W",172,122,79,60,58,43,85,81
"YBR021W",21,11,84,227,193,302,302,224
"YBR022W",173,189,237,243,208,178,156,113
"YBR023C",429,352,520,1647,1562,1548,1552,1118
"YBR024W",731,792,593,340,248,155,153,138
"YBR025C",236,277,498,1037,1247,1850,3884,4566
"YBR026C",3687,3630,2976,1840,1161,813,633,598
"YBR027C",16,21,29,41,42,60,73,58
"YBR028C",180,150,311,420,379,607,670,484
"YBR029C",244,206,462,1512,1439,1530,1517,1241
"YBR030W",52,60,334,563,417,408,428,333
"YBR031W",1602,1610,2521,3518,3210,4443,8845,10578
"YBR033W",269,202,171,60,38,26,16,18
"YBR034C",35,91,791,943,905,1124,946,500
"YBR035C",1647,1632,1403,1037,795,675,833,748
"YBR036C",1465,1271,1047,611,455,508,652,642
"YBR037C",735,601,231,181,128,125,150,140
"YBR038W",362,301,211,489,611,684,750,708
"YBR039W",3496,3392,3446,2599,1582,1348,1141,1490
"YBR041W",463,382,376,451,460,535,661,739
"YBR042C",85,104,224,399,429,426,432,412
"YBR043C",822,732,681,516,506,535,795,672
"YBR044C",696,616,373,345,220,213,238,267
"YBR045C",423,375,261,97,46,28,51,78
"YBR046C",1924,1880,1399,772,375,249,171,150
"YBR047W",138,113,88,55,35,13,38,54
"YBR048W",119,139,316,947,1402,2259,4489,5924
"YBR049C",819,632,555,654,665,825,897,927
"YBR050C",1266,1212,622,81,23,23,22,31
"YBR051W",2,5,1,0,2,0,2,0
"YBR052C",2980,2812,2134,1287,751,499,403,471
"YBR053C",3151,3124,2481,1497,801,528,295,338
"YBR054W",223,236,905,855,428,164,82,251
"YBR055C",317,289,419,556,468,556,684,541
"YBR056W",3885,3861,3064,1780,815,565,336,475
"YBR056W-A",24,37,157,68,20,14,7,14
"YBR057C",560,495,399,368,325,365,402,348
"YBR058C",1061,947,1052,883,735,838,955,699
"YBR058C-A",296,275,369,437,462,494,567,569
"YBR059C",2369,2328,2271,1276,806,742,784,895
"YBR060C",168,140,234,290,314,346,451,368
"YBR061C",26,39,193,280,309,413,429,233
"YBR062C",766,709,516,324,206,176,145,141
"YBR063C",238,222,379,392,251,294,313,249
"YBR065C",195,219,375,302,218,246,227,193
"YBR066C",23,22,73,202,123,184,295,370
"YBR067C",5860,5530,5324,4048,2152,1572,890,813
"YBR068C",1808,1323,1830,276,225,552,1368,1364
"YBR069C",315,280,850,424,358,836,1628,1524
"YBR070C",78,78,77,145,186,216,193,177
"YBR071W",315,300,262,485,382,407,363,278
"YBR072W",17591,17058,11825,5269,2618,1592,532,146
"YBR073W",358,298,378,1050,1513,1824,2042,1439
"YBR074W",399,390,608,897,863,1014,1358,1048
"YBR076W",13,24,17,3,5,1,3,1
"YBR076C-A",99,134,93,72,46,33,44,68
"YBR077C",420,441,414,326,198,151,172,167
"YBR078W",855,713,1754,3871,4100,5098,7211,7855
"YBR079C",569,484,1583,2747,2606,3393,4714,2829
"YBR080C",923,960,958,1063,1024,1064,1233,1087
"YBR081C",946,861,1034,1237,901,980,1056,1022
"YBR082C",1148,1135,1189,1301,1228,1520,2061,2253
"YBR083W",770,586,252,254,369,427,554,605
"YBR084W",43,33,273,965,1240,1989,3207,2673
"YBR084C-A",326,324,693,1742,2439,3847,7465,9235
"YBR085W",5,14,46,81,119,174,245,132
"YBR085C-A",2311,2361,2528,1914,936,482,332,388
"YBR086C",3017,2582,1916,1664,1332,1580,2221,2675
"YBR087W",125,117,146,301,325,382,446,366
"YBR088C",67,47,72,468,951,1079,1220,962
"YBR089W",2,1,0,1,3,4,2,1
"YBR089C-A",1202,1120,835,474,273,191,191,170
"YBR090C",11,15,10,4,4,2,5,2
"YBR091C",38,39,58,89,82,69,79,49
"YBR092C",22,31,276,555,629,1144,2055,2030
"YBR093C",215,269,218,1034,2828,7695,22227,17500
"YBR094W",449,385,361,521,570,658,701,496
"YBR095C",435,399,379,324,313,305,336,262
"YBR096W",335,329,372,413,432,433,484,510
"YBR097W",494,464,514,531,383,335,294,366
"YBR098W",217,195,180,194,194,172,187,186
"YBR099C",16,9,2,4,9,10,36,28
"YBR101C",842,916,533,444,432,507,578,478
"YBR102C",431,409,548,498,385,466,440,417
"YBR103W",661,604,581,388,333,350,422,396
"YBR104W",11,13,213,211,234,337,489,307
"YBR105C",1076,1053,579,393,549,432,224,135
"YBR106W",372,425,650,1220,1586,2035,3167,2872
"YBR107C",141,158,149,76,81,69,65,66
"YBR108W",858,720,641,397,233,177,215,199
"YBR109C",1201,1246,1353,1385,1198,1130,1240,1144
"YBR109W-A",4,4,12,26,16,12,11,10
"YBR110W",519,518,697,807,615,487,558,563
"YBR111C",1339,1332,1283,1070,821,766,728,686
"YBR111W-A",311,352,378,320,236,186,192,235
"YBR112C",1098,930,784,667,819,992,1305,1206
"YBR113W",4,2,1,5,1,3,1,1
"YBR114W",237,260,621,207,265,247,153,173
"YBR115C",499,473,673,1311,1428,1789,3446,2391
"YBR116C",4,7,4,1,2,0,1,0
"YBR117C",148,101,84,28,16,9,2,3
"YBR118W",7863,7921,12638,16447,18103,25462,43164,49125
"YBR119W",406,393,292,221,190,177,224,203
"YBR120C",749,653,275,220,179,146,111,131
"YBR121C",786,752,1420,2574,3198,4130,6679,7113
"YBR122C",959,928,651,450,326,265,303,283
"YBR123C",421,358,366,310,257,292,301,345
"YBR125C",434,373,250,213,180,163,203,212
"YBR126C",11478,10520,7341,2867,1139,657,633,1688
"YBR126W-A",52,61,43,24,8,11,17,25
"YBR126W-B",109,122,96,42,45,27,17,24
"YBR127C",2607,2536,2699,2580,2168,2637,4060,4665
"YBR128C",357,342,182,77,49,27,38,63
"YBR129C",300,219,300,362,283,227,257,282
"YBR130C",267,265,350,340,366,549,681,659
"YBR131W",77,83,165,211,195,191,190,145
"YBR132C",2089,1535,652,163,53,51,77,144
"YBR133C",288,261,300,589,664,716,881,820
"YBR135W",52,66,100,167,132,194,232,157
"YBR136W",543,465,322,438,360,354,459,326
"YBR137W",789,813,718,474,295,216,178,167
"YBR138C",390,394,172,263,225,211,212,266
"YBR139W",4402,4165,3063,1262,607,425,276,547
"YBR140C",2682,2755,1920,1418,1065,994,917,890
"YBR141C",2,5,35,84,91,156,147,57
"YBR141W-A",5,3,2,5,0,2,0,2
"YBR142W",39,39,397,879,1004,1350,1746,772
"YBR143C",622,610,1546,2778,2895,3233,4315,3800
"YBR145W",482,367,343,788,741,500,484,324
"YBR146W",1262,1004,720,497,418,475,406,389
"YBR147W",544,405,235,136,54,39,60,73
"YBR148W",79,51,59,53,34,35,60,61
"YBR149W",7859,7637,6655,4385,2432,1865,1187,990
"YBR150C",811,641,651,617,362,218,212,251
"YBR151W",1659,1550,1306,874,604,525,650,680
"YBR152W",82,82,126,134,111,117,130,101
"YBR153W",134,103,234,219,172,200,205,133
"YBR154C",171,234,783,1456,1129,1241,1348,905
"YBR155W",14,34,330,923,799,899,840,375
"YBR156C",92,61,117,172,269,316,349,257
"YBR157C",419,725,1745,290,71,130,367,366
"YBR158W",1429,1217,2006,2220,1266,1704,2247,2079
"YBR159W",644,671,670,697,751,844,1158,1302
"YBR160W",350,295,309,541,480,431,451,333
"YBR161W",189,176,232,256,199,185,220,248
"YBR162C",880,842,1106,1993,2363,3110,4497,4456
"YBR162W-A",107,131,248,459,506,648,870,721
"YBR163W",173,175,367,490,448,451,490,407
"YBR164C",312,326,377,513,558,557,632,595
"YBR165W",332,310,214,223,164,160,176,168
"YBR166C",177,191,328,486,412,368,505,409
"YBR167C",215,179,157,142,96,124,125,93
"YBR168W",579,497,423,357,207,211,220,234
"YBR169C",2943,2636,1990,1019,518,298,233,350
"YBR170C",676,633,620,595,475,454,386,368
"YBR171W",272,266,359,526,474,510,592,574
"YBR172C",491,431,1164,1137,848,1014,1100,859
"YBR173C",943,870,763,589,485,497,480,393
"YBR175W",17,31,98,122,131,149,167,153
"YBR176W",139,111,165,205,189,187,236,167
"YBR177C",1673,1575,1459,1761,1514,1706,1767,1729
"YBR179C",1401,1284,841,747,530,511,535,506
"YBR180W",0,2,3,4,2,3,6,5
"YBR181C",189,174,611,2293,3288,4815,9218,12632
"YBR182C",25,21,77,65,46,49,41,15
"YBR183W",1010,769,261,58,29,17,31,75
"YBR184W",11,12,11,19,30,55,111,150
"YBR185C",446,415,213,212,184,164,179,147
"YBR186W",21,19,24,16,14,3,5,4
"YBR187W",88,67,178,337,424,629,1024,948
"YBR188C",169,164,153,180,126,159,144,122
"YBR189W",153,137,594,1992,2836,4621,9355,13058
"YBR191W",62,60,286,1296,1865,2939,5691,7723
"YBR191W-A",3,2,15,50,99,125,278,420
"YBR192W",114,124,254,401,349,320,325,305
"YBR193C",296,344,306,217,172,138,157,149
"YBR194W",176,185,155,106,91,81,105,95
"YBR195C",64,88,259,280,236,232,258,204
"YBR196C",2920,2844,3752,6258,8158,10703,15637,15632
"YBR196C-A",2,2,4,9,10,14,18,14
"YBR196C-B",2,2,1,2,1,5,8,8
"YBR197C",84,93,146,141,115,118,155,145
"YBR198C",779,731,927,1055,795,888,1061,885
"YBR199W",1358,1438,1412,1265,1003,950,1121,1434
"YBR200W",574,590,763,639,489,458,516,429
"YBR201W",207,192,164,145,107,79,116,121
"YBR201C-A",67,101,117,35,17,26,31,22
"YBR202W",334,293,598,678,739,686,698,552
"YBR203W",971,731,214,63,29,28,31,57
"YBR204C",720,673,601,290,172,131,172,208
"YBR205W",434,420,466,433,384,487,689,757
"YBR206W",35,29,37,38,41,44,43,69
"YBR207W",1031,959,924,674,399,370,499,600
"YBR208C",796,786,2685,7227,3438,1591,764,986
"YBR210W",272,254,235,225,158,174,251,218
"YBR211C",323,259,216,188,160,114,149,164
"YBR212W",3904,3305,2007,559,367,312,367,450
"YBR213W",11,9,45,462,531,90,51,40
"YBR214W",5128,5019,2671,825,287,132,159,342
"YBR215W",524,439,571,531,437,440,515,408
"YBR216C",893,776,710,434,346,352,404,332
"YBR217W",142,144,171,152,100,81,83,101
"YBR218C",2091,1826,2228,3331,2990,3159,3527,2548
"YBR220C",111,124,204,313,340,360,457,407
"YBR221C",3219,3245,3130,2612,2105,2134,2330,2345
"YBR222C",1055,1032,741,530,395,425,483,402
"YBR223C",333,312,296,196,143,89,107,110
"YBR224W",3,7,3,3,0,1,5,0
"YBR225W",990,736,576,355,241,210,240,195
"YBR226C",6,2,3,6,7,4,9,2
"YBR227C",296,240,414,499,414,437,485,392
"YBR228W",291,274,305,262,134,127,138,120
"YBR229C",849,730,841,809,679,647,785,916
"YBR230C",2860,2826,1916,689,177,100,71,150
"YBR230W-A",329,324,325,191,123,81,58,53
"LSR1",2192,2550,2097,1747,1074,1119,1122,1052
"YBR231C",135,118,168,206,163,184,159,141
"YBR233W",144,135,139,255,208,241,257,241
"YBR233W-A",46,44,55,89,98,106,169,186
"YBR234C",1436,1497,1374,1232,852,802,818,738
"YBR235W",684,607,699,748,604,629,577,496
"YBR236C",658,683,601,679,587,560,523,448
"YBR237W",697,668,809,608,472,429,423,350
"YBR238C",8,7,475,285,349,561,495,291
"YBR239C",76,56,139,101,118,132,172,140
"YBR240C",22,13,26,21,13,17,19,22
"YBR241C",1092,1027,705,287,128,93,67,106
"YBR242W",91,108,237,329,365,442,457,355
"YBR243C",105,100,91,214,285,320,416,371
"YBR244W",91,90,127,173,150,146,246,370
"YBR245C",472,503,641,1018,993,1258,1528,1088
"YBR246W",172,158,270,332,284,341,419,283
"YBR247C",8,14,314,673,709,1024,1136,496
"YBR248C",116,122,1085,3487,3516,2917,1567,730
"YBR249C",121,96,220,733,1108,1760,3658,3963
"YBR250W",26,25,43,27,20,17,32,28
"YBR251W",707,568,358,281,204,195,197,174
"YBR252W",41,48,91,183,250,302,436,362
"YBR253W",227,233,270,306,238,199,168,184
"YBR254C",38,40,92,151,118,134,146,140
"YBR255W",556,514,585,501,314,320,316,329
"YBR255C-A",225,191,120,56,48,48,73,73
"YBR256C",1504,1458,1072,736,550,463,645,646
"YBR257W",124,119,206,223,205,182,180,119
"YBR258C",98,109,103,131,90,97,78,68
"YBR259W",212,180,270,311,255,275,231,217
"YBR260C",294,277,371,459,377,367,398,324
"YBR261C",57,53,116,191,227,309,391,255
"YBR262C",379,362,156,131,114,92,89,105
"YBR263W",658,640,786,843,815,1052,1764,1647
"YBR264C",191,230,198,144,110,119,135,147
"YBR265W",204,149,235,370,355,457,587,537
"YBR267W",14,17,237,426,392,642,607,280
"YBR268W",326,305,247,189,158,167,168,163
"YBR269C",1130,1032,531,293,216,162,134,192
"YBR270C",184,161,236,159,109,114,104,104
"YBR271W",30,29,125,230,240,361,523,203
"YBR272C",841,801,645,329,265,276,307,287
"YBR273C",1123,1057,827,543,398,348,354,295
"YBR274W",409,382,424,343,263,285,306,263
"YBR275C",215,203,188,497,855,1038,1368,1139
"YBR276C",816,721,788,1109,1060,1139,1183,1025
"YBR278W",255,235,201,234,201,198,229,192
"YBR279W",1512,1505,1337,1100,854,861,882,798
"YBR280C",2103,1660,622,243,143,113,90,117
"YBR281C",416,320,626,3459,2279,1095,635,508
"YBR282W",318,317,283,323,161,163,189,157
"YBR283C",1079,1013,1230,1455,1355,1577,2162,2326
"YBR284W",100,89,96,59,35,27,42,43
"YBR285W",1089,974,558,219,56,23,13,20
"YBR286W",16891,16820,15203,10425,6771,5764,5788,5251
"YBR287W",1947,1835,2236,1227,709,634,711,679
"YBR288C",308,285,350,519,465,579,663,596
"YBR289W",426,429,330,420,323,374,442,425
"YBR290W",802,831,567,452,371,337,360,342
"YBR291C",109,100,133,185,236,394,461,215
"YBR292C",6,7,11,21,17,17,18,9
"YBR293W",306,306,343,438,181,138,155,165
"YBR294W",43,30,102,312,621,266,16,6
"YBR295W",274,240,226,541,231,235,288,282
"YBR296C",5842,4809,16117,15843,10925,10386,7600,1854
"YBR297W",540,490,480,196,103,85,95,65
"YBR298C",1886,1542,325,57,41,38,65,108
"YBR299W",220,190,80,18,17,3,7,8
"YBR301W",2,0,2,0,0,3,5,7
"YBR302C",772,830,716,400,280,269,257,361
"YNL339C",496,481,355,546,682,719,737,635
"YNL336W",613,624,556,334,217,219,236,353
"YNL335W",5,7,4,4,4,0,1,0
"YNL334C",55,35,48,47,33,53,51,46
"YNL333W",55,64,70,67,41,54,64,61
"YNL332W",21,30,20,16,7,16,6,8
"YNL331C",157,161,133,113,63,77,68,69
"YNL330C",815,695,666,529,479,501,599,510
"YNL329C",618,528,440,397,357,394,508,460
"YNL328C",37,38,28,32,27,33,32,41
"YNL327W",3628,3159,2530,2580,1662,1994,3040,2996
"YNL326C",154,142,150,197,183,155,199,146
"YNL325C",391,371,375,373,284,292,273,215
"YNL323W",307,288,354,492,439,415,569,478
"YNL322C",1091,1047,897,704,558,621,700,674
"YNL321W",1024,666,438,426,312,326,381,356
"YNL320W",61,58,163,209,168,183,171,175
"YNL319W",6,4,16,16,16,16,22,21
"YNL317W",444,420,337,211,176,165,198,192
"YNL316C",142,106,259,289,219,196,203,150
"YNL315C",1091,1038,575,359,377,340,368,335
"YNL314W",201,200,166,111,102,96,98,92
"YNL313C",15,19,341,853,812,1072,1080,621
"YNL312W",217,194,213,414,585,690,794,588
"YNL311C",175,173,418,610,506,455,507,298
"YNL310C",198,164,160,173,197,166,158,128
"YNL309W",58,62,89,195,192,187,185,151
"YNL308C",166,193,1236,2077,1866,2378,3005,1553
"YNL307C",989,904,841,814,755,755,926,1052
"YNL306W",663,659,491,481,475,408,400,385
"YNL305C",1209,1180,627,225,151,95,82,132
"YNL304W",107,108,69,94,99,103,133,145
"YNL303W",10,8,10,12,15,12,13,11
"YNL302C",179,156,418,1062,1502,2356,4641,6036
"YNL301C",169,183,419,763,896,1350,2908,2909
"YNL300W",8,2,14,433,782,832,921,758
"YNL299W",17,22,228,344,353,468,499,286
"YNL298W",139,126,409,700,499,452,480,395
"YNL297C",1097,1010,1043,1165,833,805,888,918
"YNL295W",668,571,399,262,209,189,216,190
"YNL294C",1025,985,945,847,527,448,416,379
"YNL293W",837,784,516,440,314,228,258,232
"YNL292W",84,67,240,399,366,426,516,358
"YNL291C",221,233,297,386,401,423,505,416
"YNL290W",158,180,277,497,405,505,584,442
"YNL289W",17,21,649,1280,734,674,713,580
"snR40",2,9,10,6,6,3,1,2
"YNL288W",352,283,326,279,196,221,283,244
"YNL287W",1852,1741,1667,1998,1925,2143,2829,2702
"YNL286W",337,298,383,254,193,212,241,225
"YNL285W",5,13,6,2,3,3,4,7
"YNL284C-B",4203,3892,3870,3907,3684,4329,4959,4363
"tN(GUU)N1",0,2,3,3,8,7,5,4
"YNL284C",910,898,570,389,305,279,298,266
"YNL283C",202,200,184,420,372,399,532,632
"YNL282W",16,14,62,105,72,92,113,75
"YNL281W",245,211,358,519,455,586,723,667
"YNL280C",273,242,333,411,389,508,653,724
"YNL279W",12,12,14,15,16,16,30,18
"YNL278W",169,114,1040,222,186,205,282,249
"YNL277W-A",13,4,23,22,12,7,4,2
"YNL277W",373,354,1501,3567,1236,60,25,33
"YNL276C",12,9,5,3,2,5,9,6
"YNL275W",115,95,208,145,150,151,158,129
"YNL274C",2093,1938,1554,851,339,229,97,122
"YNL273W",82,60,83,317,486,547,626,448
"YNL272C",629,575,504,636,613,594,748,731
"YNL271C",1485,1451,1275,1449,1113,1159,1412,1317
"YNL270C",46,36,32,13,6,10,17,33
"YNL269W",11,8,7,3,2,1,0,1
"YNL268W",1454,1239,1591,921,654,868,1147,1188
"YNL267W",1228,1138,1044,979,776,802,875,760
"YNL266W",17,13,6,8,12,7,8,10
"YNL265C",823,864,653,443,365,286,298,344
"YNL264C",226,206,342,308,264,301,401,370
"YNL263C",336,337,314,370,448,425,502,422
"YNL262W",306,296,275,614,1110,1303,1648,1489
"YNL261W",120,152,327,491,358,313,370,380
"YNL260C",119,108,196,217,154,127,169,146
"YNL259C",146,129,212,250,241,251,304,297
"YNL258C",1054,1013,865,765,727,650,722,662
"YNL257C",1188,1041,952,1397,1026,925,1019,1061
"YNL256W",75,64,343,1250,1305,1381,1567,846
"YNL255C",309,315,669,1150,1190,1499,2089,1930
"YNL254C",83,58,107,145,131,133,199,233
"YNL253W",361,364,308,315,247,221,266,230
"YNL252C",726,617,422,279,260,269,225,214
"YNL251C",716,485,514,432,500,519,840,657
"YNL250W",427,429,482,560,421,417,380,303
"YNL249C",148,118,161,186,135,120,124,80
"YNL248C",13,12,459,1284,1349,1649,1880,938
"YNL247W",164,148,603,1775,2094,2681,3617,2885
"YNL246W",204,187,200,256,258,296,452,475
"YNL245C",104,110,162,125,115,134,132,69
"YNL244C",390,426,828,1286,1257,1477,2124,2040
"YNL243W",1354,1203,1395,1552,1357,1395,1570,1679
"YNL242W",1109,1034,591,203,141,118,132,218
"YNL241C",6010,5727,3959,2908,1717,924,485,534
"YNL240C",359,332,222,193,128,171,184,93
"YNL239W",2926,2843,2729,2058,1503,1327,1336,938
"YNL238W",443,434,559,743,744,935,1174,902
"YNL237W",461,396,288,131,50,32,28,55
"YNL236W",338,305,503,640,483,480,583,521
"YNL234W",150,123,160,180,174,181,121,108
"YNL233W",388,389,385,691,717,712,762,576
"YNL232W",126,125,354,433,352,426,488,291
"YNL231C",126,170,522,1122,1099,1032,1040,891
"YNL230C",182,185,239,160,134,114,151,113
"YNL229C",718,625,761,803,623,578,708,553
"YNL228W",2,0,2,2,0,2,6,0
"YNL227C",114,119,347,663,600,812,920,574
"YNL225C",265,244,260,419,395,350,370,369
"YNL224C",652,600,744,748,677,679,718,511
"YNL223W",560,409,299,213,112,111,124,126
"YNL222W",100,93,125,167,153,143,195,183
"snR19",44,53,36,24,10,13,7,24
"YNL221C",282,274,1024,2218,1604,942,791,614
"YNL220W",1770,1732,3228,6420,6880,6369,3507,965
"YNL219C",598,631,589,574,523,588,708,662
"YNL218W",83,75,144,180,215,221,284,219
"YNL217W",226,187,696,894,700,819,1434,1090
"YNL216W",336,290,378,609,750,931,916,782
"YNL215W",1290,1269,1082,571,447,437,548,463
"YNL214W",289,268,123,100,63,56,79,90
"YNL213C",183,174,278,247,239,203,195,131
"YNL212W",842,760,741,927,741,692,754,676
"YNL211C",63,69,54,57,34,43,42,32
"YNL209W",121,156,2048,4319,5304,8062,14577,15031
"YNL208W",5465,5297,5354,4190,3192,2970,3038,2056
"YNL207W",55,61,241,678,683,756,925,478
"YNL206C",352,378,406,556,667,655,775,627
"YNL204C",51,29,24,10,16,27,56,54
"YNL203C",22,23,12,8,10,14,22,23
"YNL202W",723,677,501,228,101,57,26,34
"YNL201C",402,400,826,607,729,815,685,513
"YNL200C",1592,1460,1128,632,284,181,134,205
"YNL199C",581,450,521,531,436,466,557,481
"YNL198C",1,1,3,3,2,4,4,4
"YNL197C",696,554,611,536,583,642,726,735
"YNL196C",105,118,67,11,5,2,1,1
"YNL195C",5600,4926,2931,906,212,79,6,8
"YNL194C",4343,3253,1556,275,32,13,4,11
"YNL193W",311,270,340,222,214,254,334,326
"YNL192W",780,682,2221,2192,1415,1486,1536,1271
"YNL191W",172,160,908,3068,1305,266,115,95
"YNL190W",1017,1004,1844,1781,1473,1666,1824,1957
"YNL189W",1752,1703,1903,1961,1756,1948,2326,1818
"YNL188W",149,142,283,344,343,351,422,383
"YNL187W",102,104,155,125,88,90,93,98
"YNL186W",602,707,1386,1411,1190,1458,1697,1200
"YNL185C",271,242,172,134,135,140,129,122
"YNL183C",875,710,806,691,513,447,389,356
"YNL182C",25,28,331,686,705,893,1028,453
"YNL181W",503,447,505,425,434,491,598,436
"YNL180C",1008,979,2268,1174,533,585,765,846
"YNL179C",37,46,74,52,25,35,37,39
"YNL178W",242,226,776,2556,3876,5839,11547,14887
"YNL177C",1029,1073,752,568,434,375,371,430
"YNL176C",626,637,606,610,468,517,616,542
"YNL175C",8,17,207,782,1059,1631,2159,1177
"YNL174W",0,0,1,2,4,5,5,2
"YNL173C",4866,4580,3255,1136,481,295,325,421
"YNL172W",393,356,254,568,452,452,412,477
"YNL171C",1,0,1,3,2,2,0,7
"YNL170W",31,26,33,60,50,50,56,31
"YNL169C",526,450,509,1452,1363,1411,1609,1325
"YNL168C",510,507,479,444,339,334,360,277
"YNL167C",1009,845,677,477,335,322,437,450
"YNL166C",122,134,250,543,776,930,1066,888
"YNL165W",151,142,152,145,156,165,208,126
"YNL164C",41,52,189,219,203,195,249,155
"YNL163C",208,187,481,889,832,1072,1234,819
"YNL162W-A",0,2,18,40,28,69,55,19
"YNL162W",80,103,346,977,1284,1964,3770,4703
"YNL161W",584,538,619,676,572,578,704,664
"YNL160W",5695,5569,7482,5168,2184,1181,298,629
"YNL159C",609,486,490,254,186,148,194,185
"YNL158W",162,155,219,245,180,151,207,159
"YNL157W",1006,1128,979,689,410,368,428,483
"YNL156C",1434,1379,1202,895,657,527,424,453
"YNL155W",765,772,605,505,408,350,377,397
"YNL154C",861,751,799,952,900,1100,1510,1312
"YNL153C",187,187,240,303,312,371,454,408
"YNL152W",209,204,212,173,151,188,204,189
"YNL151C",32,38,127,322,401,598,892,545
"YNL150W",1,3,5,4,0,3,4,2
"YNL149C",256,273,320,339,342,382,660,577
"YNL148C",76,59,81,85,67,73,97,88
"YNL147W",341,323,344,367,367,379,378,369
"YNL146C-A",21,11,18,41,28,28,12,16
"YNL146W",48,42,58,55,26,17,19,15
"YNL145W",309,328,423,663,754,914,1073,1022
"YNL144C",1614,954,154,7,14,9,12,48
"YNL143C",12,8,12,11,10,3,4,5
"YNL142W",86,93,1418,1906,643,249,146,131
"YNL141W",6,14,172,479,663,1127,1532,448
"YNL140C",0,1,1,1,0,1,6,3
"YNL139C",689,694,700,719,543,683,634,615
"YNL138W-A",72,66,67,55,54,51,72,76
"YNL138W",2251,2030,1997,1738,1513,1617,1847,1993
"YNL137C",1376,1115,612,463,428,428,499,430
"YNL136W",1005,1050,1201,756,580,533,588,551
"YNL135C",3107,3041,2968,2337,1834,1971,2278,2201
"YNL134C",4269,4412,4556,3228,1706,1230,608,494
"YNL133C",209,221,267,199,154,131,129,110
"YNL132W",6,5,302,1083,1247,2028,2671,1303
